Width,Page,Left,Top,Height,Text,Font,Size,Font Count
364,18,144,583,13,"Representative shall proceed in accordance with Clause 3.9 (Determinations) and 
",ArialMT,13.26,1
359,18,144,572,13,"this Clause 3.1 (Right of Access to the Site) to agree or determine these matters. 
",ArialMT,13.26,1
362,18,144,554,13,"However, if and to the extent that the Contractor’s failure was caused, in whole or 
",ArialMT,13.26,1
347,18,144,543,13,"part, by any error or delay by the Subcontractor or any Sub-Subcontractor, the 
",ArialMT,13.26,1
366,18,144,531,13,"Subcontractor shall not be entitled to an extension of the Time for Completion, any 
",ArialMT,13.26,1
380,18,144,520,13,"modification to the programme under Clause 9.3 (Programme) and/or any adjustment 
",ArialMT,13.26,1
211,18,144,508,13,"to the Subcontract Price or any additional Cost. 
",ArialMT,13.26,1
39,18,108,491,13,"Permits 
",Arial-BoldMT,13.88,1
15,18,108,473,13,"(a) 
",ArialMT,13.26,1
16,18,144,363,13,"(iii) 
",ArialMT,13.26,1
16,18,144,323,13,"(iv) 
",ArialMT,13.26,1
14,18,144,293,13,"(v) 
",ArialMT,13.26,1
16,18,144,276,13,"(vi) 
",ArialMT,13.26,1
364,18,144,473,13,"The Subcontractor has satisfied itself as to the nature of all Subcontractor Permits 
",ArialMT,13.26,1
360,18,144,461,13,"required for the design (to the extent required by the Subcontract), execution and 
",ArialMT,13.26,1
337,18,144,450,13,"completion of the Works, the remedying of any defects in the Works and the 
",ArialMT,13.26,1
374,18,144,439,13,"performance of its other obligations under the Subcontract. The Subcontractor must: 
",ArialMT,13.26,1
11,18,144,421,13,"(i) 
",ArialMT,13.26,1
13,18,144,404,13,"(ii) 
",ArialMT,13.26,1
294,18,180,421,13,"in a timely manner apply for, and obtain all Subcontractor Permits; 
",ArialMT,13.26,1
338,18,180,404,13,"obtain any signatures required from the Contractor and notify the Contractor 
",ArialMT,13.26,1
344,18,180,392,13,"of, and arrange and attend, any meetings which the Parties or any Authorities 
",ArialMT,13.26,1
270,18,180,380,13,"reasonably determine is required for a Subcontractor Permit; 
",ArialMT,13.26,1
316,18,180,363,13,"pay all fees, effect all insurances, provide bonds and undertakings, and 
",ArialMT,13.26,1
326,18,180,352,13,"otherwise comply with, carry out and fulfil all conditions and requirements 
",ArialMT,13.26,1
280,18,180,340,13,"imposed under or in connection with all Subcontractor Permits; 
",ArialMT,13.26,1
290,18,180,323,13,"comply with the requirements of all Authorities for processing and 
",ArialMT,13.26,1
242,18,180,311,13,"determining applications for all Subcontractor Permits; 
",ArialMT,13.26,1
229,18,180,293,13,"maintain and renew all Subcontractor Permits; and  
",ArialMT,13.26,1
338,18,180,276,13,"perform its obligations and carry out the Works so as to comply with and not 
",ArialMT,13.26,1
322,18,180,265,13,"to cause a breach of the terms of any Permits in effect from time to time. 
",ArialMT,13.26,1
15,18,108,247,13,"(b) 
",ArialMT,13.26,1
371,18,144,247,13,"The Subcontractor must provide to Contractor’s Representative upon request of the 
",ArialMT,13.26,1
52,18,144,235,13,"Contractor: 
",ArialMT,13.26,1
11,18,144,218,13,"(i) 
",ArialMT,13.26,1
13,18,144,200,13,"(ii) 
",ArialMT,13.26,1
199,18,180,218,13,"any applications for a Subcontractor Permit ; 
",ArialMT,13.26,1
310,18,180,200,13,"a copy of each Subcontractor Permits as soon as practicable after the 
",ArialMT,13.26,1
298,18,180,189,13,"Subcontractor Permit has been received by the Subcontractor; and 
",ArialMT,13.26,1
342,18,180,172,13,"copies of all documents given by the Subcontractor, or Sub-Subcontractor, to 
",ArialMT,13.26,1
340,18,180,160,13,"any Authority in connection with obtaining or maintaining each Subcontractor 
",ArialMT,13.26,1
34,18,180,148,13,"Permit. 
",ArialMT,13.26,1
16,18,144,172,13,"(iii) 
",ArialMT,13.26,1
14,18,108,131,13,"(c) 
",ArialMT,13.26,1
15,18,108,113,13,"(d) 
",ArialMT,13.26,1
15,18,108,96,13,"(e) 
",ArialMT,13.26,1
18,18,144,131,13,"N/a 
",ArialMT,13.26,1
18,18,144,113,13,"N/a 
",ArialMT,13.26,1
348,18,144,96,13,"The Costs associated with complying with all obligations under this Clause 3.2 
",ArialMT,13.26,1
276,18,144,85,13,"(Permits) are deemed to be included in the Subcontract Price. 
",ArialMT,13.26,1
235,18,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,18,513,32,11,"12 
",ArialMT,11.98,1
16,19,72,785,13,"3.3 
",Arial-BoldMT,13.88,1
16,19,72,681,13,"3.4 
",Arial-BoldMT,13.88,1
16,19,72,536,13,"3.5 
",Arial-BoldMT,13.88,1
16,19,72,235,13,"3.6 
",Arial-BoldMT,13.88,1
15,19,108,466,13,"(b) 
",ArialMT,13.26,1
14,19,108,449,13,"(c) 
",ArialMT,13.26,1
15,19,108,408,13,"(d) 
",ArialMT,13.26,1
15,19,108,379,13,"(e) 
",ArialMT,13.26,1
15,19,108,119,13,"(b) 
",ArialMT,13.26,1
215,19,108,785,13,"Cooperation with the Contractor’s Personnel 
",Arial-BoldMT,13.88,1
338,19,108,768,13,"The Subcontractor shall procure that the Subcontractor’s Personnel on Site: 
",ArialMT,13.26,1
15,19,108,750,13,"(a) 
",ArialMT,13.26,1
371,19,144,750,13,"co-operate with the Contractor’s Personnel and Other Subcontractors under Clause 
",ArialMT,13.26,1
106,19,144,739,13,"4.5 (Co-operation), and 
",ArialMT,13.26,1
346,19,144,721,13,"take actions similar to those which the Subcontractor is required to take under 
",ArialMT,13.26,1
342,19,144,710,13,"Clauses 4.7(a), 4.7(b) and 4.7(c) (Safety Procedures) and under Clause 4.16 
",ArialMT,13.26,1
68,19,144,698,13,"(Environment). 
",ArialMT,13.26,1
15,19,108,721,13,"(b) 
",ArialMT,13.26,1
86,19,108,681,13,"Record Retention 
",Arial-BoldMT,13.88,1
15,19,108,663,13,"(a) 
",ArialMT,13.26,1
373,19,144,663,13,"The Subcontractor shall maintain full and detailed Records as may be necessary for 
",ArialMT,13.26,1
339,19,144,652,13,"the proper execution of the Works under the Subcontract and as required by 
",ArialMT,13.26,1
378,19,144,640,13,"applicable Laws. Such Records shall be prepared and maintained in accordance with 
",ArialMT,13.26,1
370,19,144,629,13,"generally accepted accounting principles and, unless a longer period is imposed by 
",ArialMT,13.26,1
379,19,144,617,13,"applicable Laws, shall be retained from the Signature Date to the date which is seven 
",ArialMT,13.26,1
67,19,144,606,13,"(7) years after: 
",ArialMT,13.26,1
11,19,144,588,13,"(i) 
",ArialMT,13.26,1
13,19,144,571,13,"(ii) 
",ArialMT,13.26,1
180,19,144,553,13,"whichever is earlier (Retention Period). 
",Arial-BoldMT ArialMT,13.88 13.26,2
189,19,180,588,13,"the date of the Performance Certificate; or 
",ArialMT,13.26,1
189,19,180,571,13,"the date of termination of the Subcontract, 
",ArialMT,13.26,1
245,19,108,536,13,"Contractor’s Representative’s Duties and Authority 
",Arial-BoldMT,13.88,1
15,19,108,518,13,"(a) 
",ArialMT,13.26,1
366,19,144,518,13,"The Contractor shall appoint a Contractor’s Representative who shall carry out the 
",ArialMT,13.26,1
375,19,144,507,13,"duties assigned to the Contractor’s Representative in the Subcontract and which are 
",ArialMT,13.26,1
369,19,144,495,13,"expressly conferred on the Contractor’s Representative by the Contractor in writing 
",ArialMT,13.26,1
80,19,144,484,13,"from time to time. 
",ArialMT,13.26,1
369,19,144,466,13,"The Contractor’s Representative shall have no authority to amend the Subcontract. 
",ArialMT,13.26,1
346,19,144,449,13,"The Contractor’s Representative may exercise the authority attributable to the 
",ArialMT,13.26,1
366,19,144,437,13,"Contractor’s Representative as specified in the Subcontract or as conferred on the 
",ArialMT,13.26,1
328,19,144,426,13,"Contractor’s Representative by the Contractor in writing from time to time. 
",ArialMT,13.26,1
354,19,144,408,13,"The Contractor undertakes not to impose further constraints on the Contractor’s 
",ArialMT,13.26,1
299,19,144,397,13,"Representative’s authority without prior notice to the Subcontractor. 
",ArialMT,13.26,1
247,19,144,379,13,"Notwithstanding any other provision of the Subcontract: 
",ArialMT,13.26,1
11,19,144,362,13,"(i) 
",ArialMT,13.26,1
344,19,180,362,13,"the Contractor’s Representative has no authority to relieve either Party of any 
",ArialMT,13.26,1
286,19,180,350,13,"duties, obligations or responsibilities under the Subcontract; and 
",ArialMT,13.26,1
327,19,180,333,13,"any approval, review, check, certificate, consent, examination, inspection, 
",ArialMT,13.26,1
334,19,180,321,13,"instruction, notice, proposal, request, test, or similar act by the Contractor’s 
",ArialMT,13.26,1
342,19,180,310,13,"Representative (including absence of disapproval or approval, review, check, 
",ArialMT,13.26,1
326,19,180,298,13,"certificate, consent, examination, inspection, instruction, notice, proposal, 
",ArialMT,13.26,1
321,19,180,287,13,"request, test, or similar act by the Contractor’s Representative) does not 
",ArialMT,13.26,1
287,19,180,275,13,"relieve the Subcontractor from any responsibility it has under the 
",ArialMT,13.26,1
341,19,180,263,13,"Subcontract, including responsibility for errors, omissions, discrepancies and 
",ArialMT,13.26,1
81,19,180,252,13,"non-compliances. 
",ArialMT,13.26,1
13,19,144,333,13,"(ii) 
",ArialMT,13.26,1
222,19,108,235,13,"Delegation by the Contractor’s Representative 
",Arial-BoldMT,13.88,1
15,19,108,217,13,"(a) 
",ArialMT,13.26,1
374,19,144,217,13,"Subject to the Contractor’s approval, the Contractor’s Representative may from time 
",ArialMT,13.26,1
375,19,144,206,13,"to time assign duties and delegate authority to assistants, and may also revoke such 
",ArialMT,13.26,1
372,19,144,194,13,"assignment or delegation. These assistants may include a resident engineer, and/or 
",ArialMT,13.26,1
342,19,144,182,13,"independent inspectors appointed to inspect and/or test items of Plant and/or 
",ArialMT,13.26,1
371,19,144,171,13,"Materials. The assignment, delegation or revocation shall be in writing and shall not 
",ArialMT,13.26,1
339,19,144,160,13,"take effect until copies have been received by both Parties. However, unless 
",ArialMT,13.26,1
376,19,144,148,13,"otherwise agreed by both Parties, the Contractor’s Representative shall not delegate 
",ArialMT,13.26,1
381,19,144,136,13,"the authority to determine any matter in accordance with Clause 3.9 (Determinations). 
",ArialMT,13.26,1
370,19,144,119,13,"Assistants shall be suitably qualified persons, who are competent to carry out these 
",ArialMT,13.26,1
321,19,144,107,13,"duties and exercise this authority, and who are fluent in the language for 
",ArialMT,13.26,1
269,19,144,96,13,"communications defined in Clause 1.4 (Law and Language). 
",ArialMT,13.26,1
235,19,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,19,513,32,11,"13 
",ArialMT,11.98,1
14,20,108,785,13,"(c) 
",ArialMT,13.26,1
378,20,144,785,13,"Each assistant, to whom duties have been assigned or authority has been delegated, 
",ArialMT,13.26,1
348,20,144,774,13,"shall only be authorised to issue instructions to the Subcontractor to the extent 
",ArialMT,13.26,1
360,20,144,762,13,"defined by the delegation. Any approval, check, certificate, consent, examination, 
",ArialMT,13.26,1
380,20,144,751,13,"inspection, instruction, notice, proposal, request, test, or similar act by an assistant, in 
",ArialMT,13.26,1
361,20,144,739,13,"accordance with the delegation, shall have the same effect as though the act had 
",ArialMT,13.26,1
257,20,144,728,13,"been an act of the Contractor’s Representative. However: 
",ArialMT,13.26,1
11,20,144,710,13,"(i) 
",ArialMT,13.26,1
323,20,180,710,13,"any failure to disapprove any work, Plant or Materials shall not constitute 
",ArialMT,13.26,1
313,20,180,699,13,"approval, and shall therefore not prejudice the right of the Contractor’s 
",ArialMT,13.26,1
234,20,180,687,13,"Representative to reject the work, Plant or Materials; 
",ArialMT,13.26,1
302,20,180,670,13,"if the Subcontractor questions any determination or instruction of an 
",ArialMT,13.26,1
304,20,180,658,13,"assistant, the Subcontractor may refer the matter to the Contractor’s 
",ArialMT,13.26,1
346,20,180,647,13,"Representative, who shall promptly confirm, reverse or vary the determination 
",ArialMT,13.26,1
62,20,180,635,13,"or instruction. 
",ArialMT,13.26,1
13,20,144,670,13,"(ii) 
",ArialMT,13.26,1
16,20,72,618,13,"3.7 
",Arial-BoldMT,13.88,1
16,20,72,312,13,"3.8 
",Arial-BoldMT,13.88,1
16,20,72,242,13,"3.9 
",Arial-BoldMT,13.88,1
226,20,108,618,13,"Instructions of the Contractor’s Representative 
",Arial-BoldMT,13.88,1
15,20,108,600,13,"(a) 
",ArialMT,13.26,1
15,20,108,548,13,"(b) 
",ArialMT,13.26,1
14,20,108,473,13,"(c) 
",ArialMT,13.26,1
15,20,108,386,13,"(d) 
",ArialMT,13.26,1
379,20,144,600,13,"The Contractor or the Contractor’s Representative may issue to the Subcontractor (at 
",ArialMT,13.26,1
373,20,144,589,13,"any time) instructions which may be necessary for the design (to the extent required 
",ArialMT,13.26,1
364,20,144,577,13,"by the Subcontract), execution and completion of the Works and the remedying of 
",ArialMT,13.26,1
236,20,144,566,13,"any defects, all in accordance with the Subcontract.   
",ArialMT,13.26,1
369,20,144,548,13,"The Subcontractor shall only take instructions from the Contractor, the Contractor’s 
",ArialMT,13.26,1
355,20,144,537,13,"Representative or any delegated assistant.  An instruction shall only constitute a 
",ArialMT,13.26,1
348,20,144,525,13,"Variation if Clause 13.2 (Variation Procedure) applies. If Clause 13.2 (Variation 
",ArialMT,13.26,1
379,20,144,514,13,"Procedure) does not apply, the Subcontractor shall not be entitled to any extension of 
",ArialMT,13.26,1
344,20,144,502,13,"the Time for Completion any modification to the programme under Clause 9.3 
",ArialMT,13.26,1
359,20,144,491,13,"(Programme), and/or any adjustment to the Subcontract Price or additional Cost. 
",ArialMT,13.26,1
330,20,144,473,13,"The Subcontractor shall forthwith comply with the instructions given by the 
",ArialMT,13.26,1
381,20,144,461,13,"Contractor, the Contractor’s Representative or any delegated assistant, on any matter 
",ArialMT,13.26,1
336,20,144,450,13,"related to the Subcontract. Instructions shall be given in writing, however, in 
",ArialMT,13.26,1
354,20,144,439,13,"Emergencies, the instruction may be given verbally and the Subcontractor must 
",ArialMT,13.26,1
338,20,144,427,13,"forthwith (and within forty-five (45) hours of the verbal instruction) confirm its 
",ArialMT,13.26,1
371,20,144,416,13,"understanding of the verbal instruction by issuing a written acknowledgement to the 
",ArialMT,13.26,1
129,20,144,404,13,"Contractor’s Representative. 
",ArialMT,13.26,1
372,20,144,386,13,"The Subcontractor shall not be entitled to any extension of the Time for Completion, 
",ArialMT,13.26,1
349,20,144,375,13,"any modification to the programme under Clause 9.3 (Programme), and/or any 
",ArialMT,13.26,1
362,20,144,364,13,"adjustment to the Subcontract Price or any additional Cost where an instruction is 
",ArialMT,13.26,1
337,20,144,352,13,"issued requesting the Subcontractor to comply with its obligations under the 
",ArialMT,13.26,1
333,20,144,340,13,"Subcontract and such instruction shall not be considered a Variation by the 
",ArialMT,13.26,1
51,20,144,329,13,"Contractor. 
",ArialMT,13.26,1
231,20,108,312,13,"Replacement of the Contractor’s Representative 
",Arial-BoldMT,13.88,1
359,20,108,294,13,"The Contractor may replace the Contractor’s Representative at any time. In such 
",ArialMT,13.26,1
417,20,108,283,13,"circumstance, the Contractor shall, before the intended date of replacement, give notice to the 
",ArialMT,13.26,1
417,20,107,271,13,"Subcontractor of the name, address, date of commencement of delegation, and the delegated 
",ArialMT,13.26,1
285,20,107,259,13,"duties of the intended replacement Contractor’s Representative. 
",ArialMT,13.26,1
75,20,108,242,13,"Determinations 
",Arial-BoldMT,13.88,1
15,20,108,224,13,"(a) 
",ArialMT,13.26,1
375,20,144,224,13,"Whenever the Subcontract requires the Contractor or Contractor’s Representative to 
",ArialMT,13.26,1
368,20,144,213,13,"proceed in accordance with this Clause 3.9 (Determinations) to agree or determine 
",ArialMT,13.26,1
350,20,144,202,13,"any matter, the Contractor will consult, or the Subcontractor or the Contractor’s 
",ArialMT,13.26,1
376,20,144,190,13,"Representative shall consult with each Party in an endeavour to reach agreement.  If 
",ArialMT,13.26,1
367,20,144,178,13,"agreement is not achieved, the Contractor or the Contractor’s Representative shall 
",ArialMT,13.26,1
364,20,144,167,13,"make a determination in accordance with the Subcontract, taking due regard of all 
",ArialMT,13.26,1
107,20,144,155,13,"relevant circumstances. 
",ArialMT,13.26,1
324,20,144,138,13,"The Contractor shall give notice to the Subcontractor (or the Contractor’s 
",ArialMT,13.26,1
342,20,144,126,13,"Representative shall give notice to both Parties, as the case may be) of each 
",ArialMT,13.26,1
373,20,144,115,13,"agreement or determination, with supporting particulars. Each Party shall give effect 
",ArialMT,13.26,1
381,20,144,103,13,"to each agreement or determination unless and until revised under Clause 20 (Claims 
",ArialMT,13.26,1
115,20,144,92,13,"and Dispute Resolution).  
",ArialMT,13.26,1
15,20,108,138,13,"(b) 
",ArialMT,13.26,1
235,20,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,20,513,32,11,"14 
",ArialMT,11.98,1
11,21,72,733,14,"4. 
",Arial-BoldMT,14.72,1
16,21,71,715,13,"4.1 
",Arial-BoldMT,13.88,1
14,21,108,785,13,"(c) 
",ArialMT,13.26,1
332,21,144,785,13,"Notwithstanding any other provision in the Subcontract, the Contractor and 
",ArialMT,13.26,1
334,21,144,774,13,"Contractor’s Representative are not bound to seek agreement or make any 
",ArialMT,13.26,1
333,21,144,762,13,"determination unless the Subcontractor has first complied with Clause 20.1 
",ArialMT,13.26,1
173,21,144,751,13,"(Subcontractor’s Claims), if applicable. 
",ArialMT,13.26,1
91,21,108,733,13,"The Subcontractor 
",Arial-BoldMT,13.88,1
177,21,108,715,13,"Subcontractor’s General Obligations 
",Arial-BoldMT,13.88,1
15,21,108,698,13,"(a) 
",ArialMT,13.26,1
15,21,108,657,13,"(b) 
",ArialMT,13.26,1
14,21,107,594,13,"(c) 
",ArialMT,13.26,1
15,21,107,553,13,"(d) 
",ArialMT,13.26,1
15,21,107,490,13,"(e) 
",ArialMT,13.26,1
12,21,108,415,13,"(f) 
",ArialMT,13.26,1
371,21,144,698,13,"The Subcontractor shall design (to the extent required by the Subcontract), execute 
",ArialMT,13.26,1
366,21,144,686,13,"and complete the Works in accordance with the Subcontract and shall remedy any 
",ArialMT,13.26,1
101,21,143,675,13,"defects in the Works.   
",ArialMT,13.26,1
349,21,144,657,13,"The Subcontractor shall undertake all works which are necessary to satisfy the 
",ArialMT,13.26,1
359,21,144,646,13,"Contractor’s Requirements and the Design Documents and all other works which 
",ArialMT,13.26,1
377,21,144,634,13,"(although not expressly mentioned in the Subcontract) are necessary for the stability, 
",ArialMT,13.26,1
371,21,143,623,13,"completion, and safe and proper design (to the extent required by the Subcontract), 
",ArialMT,13.26,1
177,21,143,611,13,"execution and completion of the Works. 
",ArialMT,13.26,1
378,21,143,594,13,"The Subcontractor shall ensure that the completion of the Works shall comply with all 
",ArialMT,13.26,1
369,21,143,582,13,"applicable Laws and Permits relating to the Works and shall satisfy all performance 
",ArialMT,13.26,1
319,21,143,571,13,"and/or output requirements stipulated in the Contractor's Requirements. 
",ArialMT,13.26,1
364,21,143,553,13,"The Subcontractor shall be responsible for the adequacy, stability and safety of all 
",ArialMT,13.26,1
378,21,143,542,13,"Site operations and of all methods of construction, for all Temporary Works (including 
",ArialMT,13.26,1
363,21,143,530,13,"any specialist calculations, third party approvals and Permits, compliance with the 
",ArialMT,13.26,1
363,21,143,519,13,"Design Documents) and for each item of Plant and Materials as is required for the 
",ArialMT,13.26,1
207,21,143,507,13,"item to be in accordance with the Subcontract. 
",ArialMT,13.26,1
356,21,143,490,13,"The Subcontractor shall, whenever required by the Contractor’s Representative, 
",ArialMT,13.26,1
381,21,143,478,13,"submit details of the arrangements and methods which the Subcontractor proposes to 
",ArialMT,13.26,1
348,21,143,467,13,"adopt for the design (to the extent required by the Subcontract), execution and 
",ArialMT,13.26,1
341,21,143,455,13,"completion of the Works. No significant alteration to these arrangements and 
",ArialMT,13.26,1
326,21,143,444,13,"methods shall be made without this having previously been notified to the 
",ArialMT,13.26,1
129,21,143,432,13,"Contractor’s Representative. 
",ArialMT,13.26,1
380,21,144,415,13,"Without prejudice to or derogation from any other warranties or undertakings given by 
",ArialMT,13.26,1
325,21,144,403,13,"the Subcontractor elsewhere in this Subcontract and/or any warranties or 
",ArialMT,13.26,1
375,21,144,392,13,"undertakings which may be implied as a matter of applicable Law, the Subcontractor 
",ArialMT,13.26,1
212,21,144,380,13,"warrants and undertakes to the Contractor that: 
",ArialMT,13.26,1
11,21,144,363,13,"(i) 
",ArialMT,13.26,1
332,21,180,363,13,"It will exercise the skill, care and diligence reasonably to be expected of an 
",ArialMT,13.26,1
309,21,180,351,13,"appropriately qualified contractor with experience in carrying out such 
",ArialMT,13.26,1
340,21,180,340,13,"obligations for projects of a similar type, nature and complexity to the Works; 
",ArialMT,13.26,1
300,21,180,322,13,"it will perform the Works in accordance with the requirements of the 
",ArialMT,13.26,1
340,21,180,311,13,"Subcontract, including all applicable Laws and Permits and the requirements 
",ArialMT,13.26,1
76,21,180,299,13,"of all Authorities; 
",ArialMT,13.26,1
310,21,180,282,13,"the Works shall be carried out and constructed in accordance with the 
",ArialMT,13.26,1
336,21,180,270,13,"Contractor's Requirements and the Design Documents and on Taking Over, 
",ArialMT,13.26,1
343,21,180,259,13,"the Works shall be fit for the purpose or function specified in the Subcontract; 
",ArialMT,13.26,1
19,21,180,247,13,"and 
",ArialMT,13.26,1
298,21,180,230,13,"With regard to those parts of the Works where the Subcontractor is 
",ArialMT,13.26,1
343,21,180,218,13,"responsible for design, when the Works are completed, such parts shall be fit 
",ArialMT,13.26,1
339,21,180,207,13,"for such purposes for which the part or parts are intended as specified in the 
",ArialMT,13.26,1
61,21,180,195,13,"Subcontract;  
",ArialMT,13.26,1
323,21,180,178,13,"To the extent the Subcontractor is responsible for design, the design and 
",ArialMT,13.26,1
334,21,180,166,13,"specification of the Works shall comply in all respects with the Specification 
",ArialMT,13.26,1
315,21,180,154,13,"and with regard to those parts of the Works where the Subcontractor is 
",ArialMT,13.26,1
336,21,180,143,13,"responsible for the design, any designs in the Specification relating to those 
",ArialMT,13.26,1
319,21,180,132,13,"parts shall be the responsibility of the Subcontractor as if they had been 
",ArialMT,13.26,1
140,21,180,120,13,"prepared by the Subcontractor; 
",ArialMT,13.26,1
345,21,180,103,13,"any review undertaken by, or on behalf of the Contractor, of any of the Design 
",ArialMT,13.26,1
308,21,180,91,13,"Documents, shall not relieve the Subcontractor from any obligation or 
",ArialMT,13.26,1
166,21,180,79,13,"responsibility under this Subcontract. 
",ArialMT,13.26,1
13,21,144,322,13,"(ii) 
",ArialMT,13.26,1
16,21,144,282,13,"(iii) 
",ArialMT,13.26,1
16,21,144,230,13,"(iv) 
",ArialMT,13.26,1
14,21,144,178,13,"(v) 
",ArialMT,13.26,1
16,21,144,103,13,"(vi) 
",ArialMT,13.26,1
235,21,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,21,513,32,11,"15 
",ArialMT,11.98,1
16,22,71,381,13,"4.2 
",Arial-BoldMT,13.88,1
15,22,108,785,13,"(g) 
",ArialMT,13.26,1
15,22,108,733,13,"(h) 
",ArialMT,13.26,1
11,22,108,658,13,"(i) 
",ArialMT,13.26,1
11,22,107,514,13,"(j) 
",ArialMT,13.26,1
14,22,107,451,13,"(k) 
",ArialMT,13.26,1
375,22,144,785,13,"The Subcontractor shall be deemed to have obtained all necessary information as to 
",ArialMT,13.26,1
345,22,144,774,13,"risks, contingencies and other circumstances which may influence or affect its 
",ArialMT,13.26,1
338,22,144,762,13,"obligation to design (to the extent required by the Subcontract), execute and 
",ArialMT,13.26,1
253,22,144,751,13,"complete the Works in accordance with this Subcontract. 
",ArialMT,13.26,1
349,22,144,733,13,"The Subcontractor agrees that it is not entitled to any extension of the Time for 
",ArialMT,13.26,1
367,22,144,722,13,"Completion, or any modification to the programme under Clause 9.3 (Programme), 
",ArialMT,13.26,1
380,22,144,710,13,"and/or any adjustment to the Subcontract Price or additional Costs or make any claim 
",ArialMT,13.26,1
376,22,143,699,13,"against the Contractor arising from the assumption of risk and responsibility taken by 
",ArialMT,13.26,1
363,22,143,687,13,"the Subcontractor for the Works, including the matters specified in this Clause 4.1 
",ArialMT,13.26,1
173,22,143,676,13,"(Subcontractor’s General Obligations). 
",ArialMT,13.26,1
319,22,144,658,13,"The Subcontractor warrants that, prior to executing the Subcontract, the 
",ArialMT,13.26,1
334,22,144,647,13,"Subcontractor has exercised Best Practice in having reviewed all drawings, 
",ArialMT,13.26,1
358,22,144,635,13,"schematic, designs, calculations and specifications set out in or referred to in the 
",ArialMT,13.26,1
371,22,143,624,13,"Subcontract in order to identify any designs set out therein which are not capable of 
",ArialMT,13.26,1
334,22,143,612,13,"being constructed by an Experienced Subcontractor in accordance with the 
",ArialMT,13.26,1
324,22,143,601,13,"provisions of the Subcontract (“Design Errors”) and prior to executing the 
",ArialMT,13.26,1
329,22,143,589,13,"Subcontract, has notified to the Contractor any such Design Errors that an 
",ArialMT,13.26,1
363,22,143,578,13,"Experienced Subcontractor could, taking account of Best Practice, be expected to 
",ArialMT,13.26,1
371,22,143,566,13,"find. The Subcontractor agrees that it is not entitled to any extension of the Time for 
",ArialMT,13.26,1
367,22,143,554,13,"Completion, or any modification to the programme under Clause 9.3 (Programme), 
",ArialMT,13.26,1
380,22,143,543,13,"and/or any adjustment to the Subcontract Price or additional Costs or make any claim 
",ArialMT,13.26,1
236,22,143,532,13,"against the Contractor with regards to Design Errors. 
",ArialMT,13.26,1
365,22,143,514,13,"The Subcontractor shall enter into a collateral warranty in favour of the Contractor, 
",ArialMT,13.26,1
371,22,143,503,13,"Employer or any Beneficiary as may be directed by the Contractor’s Representative 
",ArialMT,13.26,1
374,22,143,491,13,"at the same time as execution of the Subcontract, in the form set out in Annexure 16 
",ArialMT,13.26,1
363,22,143,479,13,"(Form of Collateral Warranty) or such other form and terms as the Contractor may 
",ArialMT,13.26,1
88,22,143,468,13,"reasonably require. 
",ArialMT,13.26,1
378,22,143,451,13,"The Subcontractor herewith confirms that it is not entitled to any increased costs as a 
",ArialMT,13.26,1
365,22,143,439,13,"result of an introduction / changes of a value added tax or similar tax charged as a 
",ArialMT,13.26,1
354,22,143,428,13,"percentage of the turnover of an enterprise in Abu Dhabi and/or the United Arab 
",ArialMT,13.26,1
45,22,143,416,13,"Emirates. 
",ArialMT,13.26,1
90,22,107,381,13,"Buildability Issues 
",Arial-BoldMT,13.88,1
15,22,107,364,13,"(a) 
",ArialMT,13.26,1
15,22,107,277,13,"(b) 
",ArialMT,13.26,1
14,22,107,190,13,"(c) 
",ArialMT,13.26,1
327,22,143,364,13,"The Subcontractor confirms that it will conduct a thorough plan check and 
",ArialMT,13.26,1
373,22,143,352,13,"constructability review (including for Buildability Issues) and will satisfy itself with the 
",ArialMT,13.26,1
372,22,143,340,13,"adequacy (including completeness, co-ordination and constructability, acting always 
",ArialMT,13.26,1
359,22,143,329,13,"in accordance with Good Industry Practice) of all Design Documents and that the 
",ArialMT,13.26,1
340,22,143,317,13,"Design Documents will be sufficient to complete construction of the Works in 
",ArialMT,13.26,1
333,22,143,306,13,"accordance with the Subcontract and are fit for the purpose intended in the 
",ArialMT,13.26,1
64,22,143,295,13,"Subcontract.   
",ArialMT,13.26,1
366,22,143,277,13,"As part of its plan check and constructability review, the Subcontractor will conduct 
",ArialMT,13.26,1
380,22,143,265,13,"and assess the completeness of the Design Documents, determine and identify items 
",ArialMT,13.26,1
350,22,143,254,13,"that the Subcontractor considers in its professional opinion could lead to a cost 
",ArialMT,13.26,1
374,22,143,242,13,"impact on the tenders for the Sub-Subcontractor work, analyzed and optimized work 
",ArialMT,13.26,1
340,22,143,231,13,"sequencing of major construction activities and accounted for the concurrent 
",ArialMT,13.26,1
357,22,143,220,13,"construction activities of other projects (including all infrastructure works in close 
",ArialMT,13.26,1
54,22,143,208,13,"proximity).   
",ArialMT,13.26,1
364,22,143,190,13,"The Subcontractor shall immediately notify the Contractor’s Representative of any 
",ArialMT,13.26,1
